timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_21_53_04,0.9428571428571428,7.6882358,0.9333333333333333,7.7206664,0.7333333333333333,7.798188,535.6460194587708,0.07020759582519531
