timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_18_14_52,0.9571428571428572,7.688891,0.9333333333333333,7.726779,0.8666666666666667,7.5247817,275.0132884979248,0.08440089225769043
