timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_45_31,0.9285714285714286,7.6888914,0.9333333333333333,7.7206664,0.7333333333333333,7.655371,438.6942946910858,0.09848880767822266
