timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_15_57,0.9571428571428572,7.6915107,0.8666666666666667,7.798188,0.8,7.4594874,4.730121612548828,0.11953043937683105
