timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_21_46_35,0.9428571428571428,7.689547,0.8666666666666667,7.798188,0.8666666666666667,7.655371,386.0997862815857,0.07331538200378418
