timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_18_04_06,0.8857142857142857,7.6895466,0.8,7.7267804,0.7333333333333333,7.655371,24.53458023071289,0.1376481056213379
