timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_09_05,0.9428571428571428,7.6882358,0.8666666666666667,7.7859597,0.8,7.7267804,408.17015075683594,0.08434414863586426
