timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_53_59,0.5,7.712474,0.5333333333333333,7.198309,0.4666666666666667,8.226639,55.36953783035278,0.11905908584594727
