timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_39_09,0.9857142857142858,7.6902013,0.9333333333333333,7.726779,0.8666666666666667,7.655371,120.30656576156616,0.08223795890808105
