timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_17_42_43,0.9857142857142858,7.6902013,0.9333333333333333,7.726779,0.8666666666666667,7.655371,129.4052014350891,0.08425498008728027
