timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_24_57,0.9142857142857143,7.6856165,0.9333333333333333,7.583962,0.8666666666666667,7.7859607,358.9677083492279,0.08296728134155273
