timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_21_14,0.9571428571428572,7.6915107,0.9333333333333332,7.726779,0.8,7.4594874,220.1290845870972,0.0604143142700195
12-28-2023_23_10_36,0.9714285714285714,7.690857887268066,0.9333333333333333,7.726778984069824,0.8666666666666667,7.655371189117432,255.44649600982666,0.07656574249267578
