timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_30_58,0.9285714285714286,7.6888914,0.9333333333333332,7.7206664,0.8,7.7267804,487.2710738182068,0.0871691703796386
12-28-2023_23_21_10,0.9428571428571428,7.689546585083008,0.8666666666666667,7.785959720611572,0.8,7.726780414581299,509.35131883621216,0.06159377098083496
