timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_22_41_11,0.9142857142857143,7.6921673,0.8,7.8695965,0.8666666666666667,7.5247817,257.2328836917877,0.08413577079772949
