timestamp,train acc,train error,val acc,val error,test acc,test error,train time,inference time
12-28-2023_17_59_22,0.9285714285714286,7.6888914,0.9333333333333333,7.7206664,0.7333333333333333,7.798188,39.090797901153564,0.09003567695617676
